City,Region,Population,link,Country,Capital City,Capital Population
Loja,Loja,181000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Ambato,Tungurahua,179000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Eloy Alfaro,Guayas,168000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Esmeraldas,Esmeraldas,162000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Quevedo,Los Ríos,159000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Riobamba,Chimborazo,157000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Tutamandahostel,Pichincha,140000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Ibarra,Imbabura,140000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Babahoyo,Los Ríos,116000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Tulcán,Carchi,86000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
La Libertad,Guayas,76000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Latacunga,Cotopaxi,52000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Puerto Francisco de Orellana,Orellana,48000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Azogues,Cañar,35000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Puyo,Pastaza,25000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Nueva Loja,Sucumbios,24000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Macas,Morona-Santiago,24000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Guaranda,Bolívar,22000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Tena,Napo,17000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Zamora,Zamora-Chinchipe,15000,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
Puerto Baquerizo Moreno,Galápagos,4210,https://www.worlddata.info/america/ecuador/index.php,Ecuador,Quito,2011388
San Salvador,San Salvador,238000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Soyapango,San Salvador,283000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Santa Ana,Santa Ana,273000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
San Miguel,San Miguel,266000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Apopa,San Salvador,185000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Mejicanos,San Salvador,145000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Santa Tecla,La Libertad,139000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Ilopango,San Salvador,136000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Ahuachapán,Ahuachapán,130000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Delgado,San Salvador,128000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Cuscatancingo,San Salvador,83000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Sonsonate,Sonsonate,73000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Usulután,Usulután,52000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Cojutepeque,Cuscatlán,48000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
San Vicente,San Vicente,42000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Zacatecoluca,La Paz,40000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
San Martín,Cuscatlán,39000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Antiguo Cuscatlán,La Libertad,34000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Chalchuapa,Santa Ana,32000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Quezaltepeque,La Libertad,29000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
La Unión,La Unión,27000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Acajutla,Sonsonate,23000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Sensuntepeque,Cabañas,20000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Chalatenango,Chalatenango,19000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
Izalco,Sonsonate,19000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
San Francisco,Morazán,16000,https://www.worlddata.info/america/el-salvador/index.php,El Salvador,San Salvador,238244
,,,https://www.worlddata.info/america/falkland-islands/index.php,Falkland Islands,Stanley,2121
Cayenne,,55000,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Matoury,,26000,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Saint-Laurent-du-Maroni,,24000,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Kourou,,24000,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Rémire-Montjoly,,19000,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Macouria,,8770,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Mana,,5890,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Apatou,,4750,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Grand-Santi,,3940,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Sinnamary,,3180,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Saint-Georges-de-l'Oyapock,,2740,https://www.worlddata.info/america/french-guiana/index.php,French Guiana,Cayenne,55198
Nuuk,Sermersooq,18000,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Sisimiut,Qeqqata,5230,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Ilulissat,Qaasuitsup,4410,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Qaqortoq,Kujalleq,3220,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Aasiaat,Qaasuitsup,3010,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Maniitsoq,Qeqqata,2870,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Paamiut,Sermersooq,1860,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Tasiilaq,Sermersooq,1830,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Narsaq,Kujalleq,1630,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Nanortalik,Kujalleq,1510,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Qasigiannguit,Qaasuitsup,1340,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Uummannaq,Qaasuitsup,1300,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Upernavik,Qaasuitsup,1130,https://www.worlddata.info/america/greenland/index.php,Greenland,Nuuk,18128
Saint George's,Saint George,34000,https://www.worlddata.info/america/grenada/index.php,Grenada,Saint George's,33734
Gouyave,Saint John,3380,https://www.worlddata.info/america/grenada/index.php,Grenada,Saint George's,33734
Grenville,Saint Andrew,2480,https://www.worlddata.info/america/grenada/index.php,Grenada,Saint George's,33734
Victoria,Saint Mark,2260,https://www.worlddata.info/america/grenada/index.php,Grenada,Saint George's,33734
Saint David’s,Saint David,1320,https://www.worlddata.info/america/grenada/index.php,Grenada,Saint George's,33734
Sauteurs,Saint Patrick,1320,https://www.worlddata.info/america/grenada/index.php,Grenada,Saint George's,33734
Hillsborough,Carriacou and Petite Martinique,1000,https://www.worlddata.info/america/grenada/index.php,Grenada,Saint George's,33734
Basse-Terre,,10000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Les Abymes,,63000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Baie-Mahault,,31000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Le Gosier,,29000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Petit-Bourg,,25000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Sainte-Anne,,23000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Le Moule,,23000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Sainte-Rose,,20000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Capesterre-Belle-Eau,,20000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Pointe-à-Pitre,,18000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Lamentin,,15000,https://www.worlddata.info/america/guadeloupe/index.php,Guadeloupe,Basse-Terre,10046
Guatemala City,Guatemala,923000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Mixco,Guatemala,473000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Villa Nueva,Guatemala,407000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Petapa,Guatemala,141000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
San Juan Sacatepéquez,Guatemala,137000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Quetzaltenango,Quetzaltenango,132000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Villa Canales,Guatemala,122000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Escuintla,Escuintla,103000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Chinautla,Guatemala,97000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Chimaltenango,Chimaltenango,82000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Chichicastenango,Quiché,80000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Huehuetenango,Huehuetenango,79000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Totonicapán,Totonicapán,70000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Puerto Barrios,Izabal,57000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Cobán,Alta Verapaz,53000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Jalapa,Jalapa,46000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Sololá,Sololá,45000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Mazatenango,Suchitepeque,44000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Chiquimula,Chiquimula,42000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Salamá,Baja Verapaz,40000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Antigua Guatemala,Sacatepéquez,39000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Retalhuleu,Retalhuleu,37000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Zacapa,Zacapa,36000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Jutiapa,Jutiapa,34000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
San Marcos,San Marcos,25000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Santa Cruz del Quiché,Quiché,24000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Flores,Petén,20000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Cuilapa,Santa Rosa,16000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Guastatoya,El Progreso,13000,https://www.worlddata.info/america/guatemala/index.php,Guatemala,Guatemala City,923392
Georgetown,Demerara-Mahaica,131000,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Linden,Upper Demerara-Berbice,45000,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
New Amsterdam,East Berbice-Corentyne,35000,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Anna Regina,Pomeroon-Supenaam,12000,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Bartica,Cuyuni-Mazaruni,11000,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Skeldon,East Berbice-Corentyne,5860,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Rosignol,Mahaica-Berbice,5780,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Mahaica Village,Demerara-Mahaica,4870,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Mahdia,Potaro-Siparuni,4200,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Parika,Essequibo Islands-West Demerara,4080,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Vreed-en-Hoop,Essequibo Islands-West Demerara,3070,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Mahaicony Village,Mahaica-Berbice,2130,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Mabaruma,Barima-Waini,717,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Lethem,Upper Takutu-Upper Essequibo,716,https://www.worlddata.info/america/guyana/index.php,Guyana,Georgetown,131395
Port-au-Prince,West,987000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Delmas 73,West,383000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Pétionville,West,283000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Port-de-Paix,North-West,250000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Jacmel,South-East,138000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Okap,North,135000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Léogâne,West,134000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Les Cayes,South,126000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Tigwav,West,118000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Jérémie,Grandans,98000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Miragoâne,Nippes,89000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Gonayiv,Artibonite,85000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Saint-Marc,Artibonite,66000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Verrettes,Artibonite,49000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Saint-Raphaël,North,38000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Ti Port-de-Paix,North-West,35000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Lenbe,North,33000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Hinche,Central,19000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Désarmes,Artibonite,16000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Saint-Louis du Nord,North-West,12000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Fort Liberté,North-East,11000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Trou du Nord,North-East,11000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Ouanaminthe,North-East,10000,https://www.worlddata.info/america/haiti/index.php,Haiti,Port-au-Prince,987310
Tegucigalpa,Francisco Morazán,1158000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
San Pedro Sula,Cortés,719000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Choloma,Cortés,232000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
La Ceiba,Atlántida,197000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Danlí,El Paraíso,196000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
El Progreso,Yoro,188000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Ciudad Choluteca,Choluteca,153000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Villanueva,Cortés,150000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Comayagua,Comayagua,145000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Juticalpa,Olancho,125000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Olanchito,Yoro,105000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Puerto Cortez,Cortés,48000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
La Lima,Cortés,46000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Siguatepeque,Comayagua,43000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Tocoa,Colón,31000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Tela,Atlántida,29000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Santa Rosa de Copán,Copán,28000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
San Lorenzo,Valle,22000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
La Paz,La Paz,18000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Yoro,Yoro,16000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Santa Bárbara,Santa Bárbara,15000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Nacaome,Valle,14000,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Trujillo,Colón,9650,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Nueva Ocotepeque,Ocotepeque,8780,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Gracias,Lempira,7910,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Coxen Hole,Bay Islands,7510,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
La Esperanza,Intibucá,5320,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Puerto Lempira,Gracias a Dios,4860,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Yuscarán,El Paraíso,2370,https://www.worlddata.info/america/honduras/index.php,Honduras,Tegucigalpa,1157509
Kingston,Kingston,585000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Portmore,Saint Catherine,156000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Spanish Town,Saint Catherine,132000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Montego Bay,Saint James,83000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Mandeville,Manchester,47000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
May Pen,Clarendon,45000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Old Harbour,Saint Catherine,26000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Linstead,Saint Catherine,21000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Half Way Tree,Saint Andrew,19000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Savanna-la-Mar,Westmoreland,17000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Port Antonio,Portland,14000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Saint Ann’s Bay,Saint Ann,14000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Bog Walk,Saint Catherine,13000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Constant Spring,Saint Andrew,13000,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Hayes,Clarendon,9700,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Ocho Rios,Saint Ann,9450,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Morant Bay,Saint Thomas,9370,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Stony Hill,Saint Andrew,8550,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Santa Cruz,St. Elizabeth,8220,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Port Maria,Saint Mary,7910,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Falmouth,Trelawny,7780,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Yallahs,Saint Thomas,7640,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Bull Savanna,St. Elizabeth,6960,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Runaway Bay,Saint Ann,6520,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Lucea,Hanover,6290,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Porus,Manchester,5920,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Black River,St. Elizabeth,4230,https://www.worlddata.info/america/jamaica/index.php,Jamaica,Kingston,584627
Fort-de-France,,83000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Le Lamentin,,39000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Le Robert,,24000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Sainte-Marie,,20000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Le François,,20000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Ducos,,17000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Saint-Joseph,,17000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Petite Rivière Salée,,15000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
La Trinité,,15000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Rivière-Pilote,,13000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Le Gros-Morne,,11000,https://www.worlddata.info/america/martinique/index.php,Martinique,Fort-de-France,82502
Mexico City,Central-South,9210000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Tijuana,Baja California,1811000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
León,Central-North,1721000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Puebla,East,1692000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Ecatepec,Central-South,1645000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Guadalajara,West,1460000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Ciudad Juárez,North,1321000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Zapopan,West,1142000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Monterrey,Northeast,1131000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Nezahualcóyotl,Central-South,1111000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Chihuahua,North,809000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Naucalpan de Juárez,Central-South,792000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Mérida,Yucatan Peninsula,778000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Aguascalientes,Central-North,722000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Saltillo,Northeast,710000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Mexicali,Baja California,690000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
San Luis Potosí,Central-North,678000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Culiacán,North,675000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Guadalupe,Northeast,674000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Acapulco de Juárez,Southwest,673000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Hermosillo,North,642000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Cancún,Yucatan Peninsula,628000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Santiago de Querétaro,Central-North,626000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Morelia,West,598000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Tuxtla Gutiérrez,Southwest,537000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Toluca,Central-South,489000,https://www.worlddata.info/america/mexico/index.php,Mexico,Mexico City,9209944
Brades,,449,https://www.worlddata.info/america/montserrat/index.php,Montserrat,Brades,449
Plymouth,,2,https://www.worlddata.info/america/montserrat/index.php,Montserrat,Brades,449
Managua,Managua,1034000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
León,León,145000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Masaya,Masaya,130000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Tipitapa,Managua,127000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Chinandega,Chinandega,126000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Matagalpa,Matagalpa,109000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Estelí,Estelí,96000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Granada,Granada,89000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Ciudad Sandino,Managua,70000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Juigalpa,Chontales,55000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
El Viejo,Chinandega,54000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
Nueva Guinea,Atlántico Sur,53000,https://www.worlddata.info/america/nicaragua/index.php,Nicaragua,Managua,1033622
